permit_number,supervisor,contractor_id,contractor_phone,district_name,governorate_name,location,supervisor_entered_by_inspector,violation_status_ar,violation_name,violation_code,media_count,ַ׃ד ַבדÞַזב
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.804187022338027,""longitude"":46.743621370704716}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78112276749374,""longitude"":46.738128206642216}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.79795386287533,""longitude"":46.82990985253906}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.740594102637306,""longitude"":46.65985061875159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81228966114178,""longitude"":46.8209834609375}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.784863208240306,""longitude"":46.59439044335937}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80979659792422,""longitude"":46.83334308007812}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76428938920585,""longitude"":46.75781207421875}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.739346857152462,""longitude"":46.55456500390625}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.632661153912164,""longitude"":46.60263018945312}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.77551189499757,""longitude"":46.75231891015625}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76803033716613,""longitude"":46.73995929101562}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.747453729155183,""longitude"":46.75300555566406}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.756807155258887,""longitude"":46.68090777734375}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.771771172434246,""longitude"":46.82716327050781}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.756807155258887,""longitude"":46.83608966210937}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.801693796154172,""longitude"":46.68983416894531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.807303484559014,""longitude"":46.76055865625}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.734981399437153,""longitude"":46.78596454003906}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.827870169862468,""longitude"":46.6067500625}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.804810321049864,""longitude"":46.75369220117187}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.773018092478736,""longitude"":46.74819903710937}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
2095061,ַבַÊױַבַÊ ַב׃Úזֿםֹ,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.752400535996145,""longitude"":46.81838985532522}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.823575987764993,""longitude"":46.67050771619739}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.823575987764993,""longitude"":46.67050771619739}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.823575987764993,""longitude"":46.67050771619739}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.823575987764993,""longitude"":46.67050771619739}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.836039415845608,""longitude"":46.63617544080677}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.836039415845608,""longitude"":46.63617544080677}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.836039415845608,""longitude"":46.63617544080677}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.836039415845608,""longitude"":46.63617544080677}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.799892019462952,""longitude"":46.605276392955204}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.799892019462952,""longitude"":46.605276392955204}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.799892019462952,""longitude"":46.605276392955204}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.7627021929794,""longitude"":46.68677964824366}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.757430691966952,""longitude"":46.7209620689469}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.765536384379875,""longitude"":46.7649073814469}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.742464947406084,""longitude"":46.71478225937659}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75244231068541,""longitude"":46.76971390000159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75244231068541,""longitude"":46.76971390000159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75244231068541,""longitude"":46.76971390000159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76428938920585,""longitude"":46.779326937110966}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76428938920585,""longitude"":46.779326937110966}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76428938920585,""longitude"":46.779326937110966}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.713151812726533,""longitude"":46.71821548691565}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבוַֿ,ײׁדֱַ,"[{""latitude"":24.62454681246064,""longitude"":46.53053241113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבוַֿ,ײׁדֱַ,"[{""latitude"":24.62454681246064,""longitude"":46.53053241113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבוַֿ,ײׁדֱַ,"[{""latitude"":24.62454681246064,""longitude"":46.53053241113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבוַֿ,ײׁדֱַ,"[{""latitude"":24.62454681246064,""longitude"":46.53053241113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
